,calories,time,link,name,description,query,ingredients,macros
473,329 ккал,3 д 2 ч 20 мин,https://1000.menu/cooking/49602-rojdestvenskii-pirog-s-suxofruktami-i-orexami,Рождественский пирог с сухофруктами и орехами,"Ароматный, пьяный, настоящее зимнее наслаждение!",пирог,"['Ванильный сахар - 1 чайн.л.', 'Сахар - 80 гр', 'Пшеничная мука - 150 гр', 'Сливочное масло - 90 гр', 'Разрыхлитель - 1 чайн.л.', 'Яйца - 2 шт.', 'Смесь сухофруктов - 200 гр', 'Виски - 70 мл', 'Специи сухие -  по вкусу', 'Сахарная пудра - 2 стол.л.', 'Сахарная пудра - 6 стол.л.', 'Лимонный сок - 2 чайн.л.']","['Белки 6%', 'Жиры 15%', 'Углеводы 79%']"
474,278 ккал,1 ч,https://1000.menu/cooking/77282-pirog-kroshka-v-duxovke-s-tvorogom,Пирог Крошка в духовке с творогом,Простая и вкусная выпечка на каждый день. Порадуй родных!,пирог,"['Сливочное масло - 100 гр', 'Пшеничная мука - 200 гр', 'Сахар - 50 гр', 'Творог - 500 гр', 'Сахар - 120 гр', 'Яйца - 3 шт.', 'Ванилин -  по вкусу']","['Белки 22%', 'Жиры 25%', 'Углеводы 53%']"
475,235 ккал,1 ч 40 мин,https://1000.menu/cooking/63660-mannik-na-kefire-vozdushnyi-v-duxovke,Манник на кефире воздушный в духовке,Простая и доступная выпечка на все случаи жизни!,пирог,"['Кефир - 250 мл', 'Манка - 200 гр', 'Сахар - 220 гр', 'Яйца - 3 шт.', 'Пшеничная мука - 5 стол.л.', 'Сода - 1 чайн.л.', 'Ванилин - 0.25 чайн.л.']","['Белки 11%', 'Жиры 5%', 'Углеводы 84%']"
476,228 ккал,3 ч,https://1000.menu/cooking/90852-vishnevyi-pirog-v-duxovke-prostoi,Вишневый пирог в духовке простой,"Обалденный вкус и шикарный вид. Налетай, а то не хватит!",пирог,"['Пшеничная мука - 340 гр', 'Сливочное масло - 120 гр', 'Сахар - 70 гр', 'Молоко - 50 мл', 'Куриные яйца - 1 шт.', 'Яичные желтки - 1 шт.', 'Ванильный сахар - 1 стол.л.', 'Разрыхлитель - 1 чайн.л.', 'Соль - 1 гр', 'Вишня - 800 гр', 'Сахар - 120 гр', 'Кукурузный крахмал - 20 гр', 'Ванилин - 1 гр', 'Молотая корица - 1 гр', 'Яичные белки - 1 шт.', 'Сахар - 1 стол.л.']","['Белки 6%', 'Жиры 11%', 'Углеводы 83%']"
477,243 ккал,1 ч,https://1000.menu/cooking/63886-pirog-na-kefire-s-varenem-prostoi-i-bystryi,Пирог на кефире с вареньем простой и быстрый,"На скорую руку, из доступных продуктов, красивый и вкусный!",пирог,"['Яйца - 2 шт.', 'Кефир - 1 стак.', 'Варенье - 1 стак.', 'Сахар - 100 гр', 'Пшеничная мука - 250 гр', 'Сода - 1 чайн.л.']","['Белки 11%', 'Жиры 4%', 'Углеводы 86%']"
478,224 ккал,40 мин,https://1000.menu/cooking/26888-achma-iz-lavasha,Ачма из лаваша,"Ароматно, быстро, вкусно, сытно, для всей семьи!",пирог,"['Моцарелла - 300 гр', 'Лаваш тонкий - 200 гр', 'Кефир - 150 мл', 'Куриные яйца - 2 шт.', 'Зелень -  по вкусу', 'Соль -  по вкусу', 'Растительное масло - 10 гр']","['Белки 35%', 'Жиры 28%', 'Углеводы 37%']"
479,259 ккал,2 ч,https://1000.menu/cooking/27120-cvetaevskii-yablochnyi-pirog,Цветаевский яблочный пирог,"Нежный, лёгкий, ароматный, очень вкусный.",пирог,"['Пшеничная мука - 150 гр', 'Сливочное масло - 80 гр', 'Сметана - 100 гр', 'Разрыхлитель - 1 чайн.л.', 'Яблоки - 2 шт.', 'Пшеничная мука - 1 стол.л.', 'Сметана - 150 гр', 'Сахар - 150 гр', 'Яйца - 1 шт.', 'Ванильный сахар - 1 стол.л.']","['Белки 9%', 'Жиры 26%', 'Углеводы 66%']"
480,184 ккал,1 ч,https://1000.menu/cooking/2232-sharlotka-s-yablokami-na-kefire-v-duxovke-pyshnaya,Шарлотка с яблоками на кефире в духовке пышная,"Нежная, ароматная, очень вкусная, из простых продуктов.",пирог,"['Кефир - 200 мл', 'Пшеничная мука - 300 гр', 'Яйца - 3 шт.', 'Сахар - 180 гр', 'Яблоки - 3 шт.', 'Сода - 0.5 чайн.л.']","['Белки 12%', 'Жиры 5%', 'Углеводы 83%']"
481,305 ккал,2 ч 30 мин,https://1000.menu/cooking/11658-pirog-balish,Пирог с картошкой и фаршем в духовке,"Красивый, сытный, ароматный, очень аппетитный.",пирог,"['Пшеничная мука - 250 гр', 'Сливочное масло - 125 гр', 'Яйца - 1 шт.', 'Сметана - 2 стол.л.', 'Соль - 0.5 чайн.л.', 'Фарш мясной - 350 гр', 'Картошка - 300 гр', 'Сметана - 1 стол.л.', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу']","['Белки 17%', 'Жиры 44%', 'Углеводы 40%']"
482,283 ккал,2 ч,https://1000.menu/cooking/19641-pirog-s-syrom-i-zelenu-osetinskii,Осетинский пирог с сыром и зеленью,"Вкусный и сытный, простой, в дорогу и на перекус!",пирог,"['Пшеничная мука - 280 гр', 'Сухие дрожжи - 1 чайн.л.', 'Молоко - 170 мл', 'Сахар - 1 чайн.л.', 'Соль - 0.5 чайн.л.', 'Растительное масло - 1 стол.л.', 'Зелень - 50 гр', 'Адыгейский сыр - 150 гр', 'Твёрдый сыр - 150 гр', 'Соль -  по вкусу', 'Сливочное масло - 20 гр']","['Белки 26%', 'Жиры 26%', 'Углеводы 48%']"
483,229 ккал,2 ч,https://1000.menu/cooking/79351-kish-s-gribami-i-syrom,Киш с грибами и сыром,Безумно вкусный и нежный пирог. На любой случай!,пирог,"['Пшеничная мука - 220 гр', 'Сливочное масло - 100 гр', 'Вода - 50 мл', 'Яичные желтки - 1 шт.', 'Соль - 2 гр', 'Шампиньоны - 400 гр', 'Растительное масло - 2 стол.л.', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу', 'Сметана - 400 гр', 'Твёрдый сыр - 120 гр', 'Яйца - 3 шт.', 'Мускатный орех - 0.5 чайн.л.', 'Тимьян, чабрец - 0.5 чайн.л.', 'Перец черный молотый -  по вкусу', 'Соль -  по вкусу']","['Белки 20%', 'Жиры 49%', 'Углеводы 31%']"
484,255 ккал,1 ч 10 мин,https://1000.menu/cooking/64575-rassypchatyi-mannik-na-kefire-v-duxovke,Пышный манник на кефире в духовке рассыпчатый,"Из доступных продуктов, нежный, для семейного чаепития!",пирог,"['Яйца - 3 шт.', 'Сахар - 1 стак.', 'Манка - 1.5 стак.', 'Кефир - 1.5 стак.', 'Соль -  по вкусу', 'Ванильный сахар - 1 стол.л.', 'Сливочное масло - 75 гр', 'Разрыхлитель - 2.5 чайн.л.']","['Белки 9%', 'Жиры 17%', 'Углеводы 74%']"
485,186 ккал,1 ч 30 мин,https://1000.menu/cooking/2683-pirog-s-kartoshkoi-i-kuricei-v-duxovke,Пирог с картошкой и курицей в духовке,"Ароматный, сытный, вкусный, для всей семьи!",пирог,"['Сметана - 180 гр', 'Сливочное масло - 90 гр', 'Соль - 0.5 чайн.л.', 'Разрыхлитель - 1 чайн.л.', 'Пшеничная мука - 275 гр', 'Картошка - 3 шт.', 'Куриное филе - 370 гр', 'Лук репчатый - 2 шт.', 'Соль -  по вкусу', 'Молотый кориандр - 0.75 чайн.л.', 'Укроп - 1 чайн.л.', 'Базилик - 1 чайн.л.', 'Сливочное масло - 25 гр', 'Яичные желтки - 1 шт.']","['Белки 23%', 'Жиры 26%', 'Углеводы 51%']"
486,222 ккал,1 ч 20 мин,https://1000.menu/cooking/30659-sharlotka-s-yablokami-v-smetane-v-duxovke,Шарлотка с яблоками в сметане в духовке,"Нежная, ароматная, бесподобно вкусная, для всей семьи.",пирог,"['Пшеничная мука - 220 гр', 'Сметана - 200 гр', 'Сахар - 150 гр', 'Грецкие орехи - 25 гр', 'Изюм - 25 гр', 'Яйца - 3 шт.', 'Корица - 1 чайн.л.', 'Кукурузный крахмал - 1 стол.л.', 'Разрыхлитель - 1 стол.л.', 'Сахар - 2 стол.л.', 'Грецкие орехи - 25 гр', 'Изюм - 25 гр', 'Корица - 0.5 чайн.л.', 'Яблоки - 3 шт.']","['Белки 11%', 'Жиры 16%', 'Углеводы 73%']"
487,269 ккал,1 ч 30 мин,https://1000.menu/cooking/54041-yablochnyi-pirog-s-zavarnym-kremom,Яблочный пирог с заварным кремом,"Тает во рту, очень вкусный и нежный, оригинальный, красивый!",пирог,"['Пшеничная мука - 360 гр', 'Сахар - 150 гр', 'Сливочное масло - 180 гр', 'Сметана - 2 стол.л.', 'Яйца - 1 шт.', 'Разрыхлитель - 0.5 чайн.л.', 'Соль -  по вкусу', 'Ванилин -  по вкусу', 'Молоко - 350 мл', 'Яйца - 1 шт.', 'Кукурузный крахмал - 2 стол.л.', 'Сахар - 4 стол.л.', 'Яблоки - 2 шт.', 'Молотая корица -  по вкусу']","['Белки 10%', 'Жиры 24%', 'Углеводы 67%']"
488,267 ккал,2 ч 50 мин,https://1000.menu/cooking/78618-krasivyi-pirog-iz-drojjevogo-testa,Красивый пирог из дрожжевого теста,"Пышный, румяный, эффектный, лучшее угощение для чаепития!",пирог,"['Яйца - 1 шт.', 'Сахар - 3 стол.л.', 'Соль - 0.5 чайн.л.', 'Молоко - 150 мл', 'Сухие дрожжи - 1 чайн.л.', 'Сливочное масло - 25 гр', 'Растительное масло - 15 гр', 'Пшеничная мука - 310 гр', 'Творог - 270 гр', 'Сахар - 1.5 стол.л.', 'Изюм - 50 гр', 'Ванильный сахар - 1 чайн.л.', 'Яичные желтки - 1 шт.', 'Яичные желтки - 1 шт.', 'Молоко - 1 десерт.л.', 'Мак пищевой - 1 чайн.л.']","['Белки 19%', 'Жиры 17%', 'Углеводы 64%']"
489,202 ккал,1 ч 20 мин,https://1000.menu/cooking/73860-mandarinovyi-pirog-v-duxovke-iz-svejix-mandarinov,Мандариновый пирог в духовке из свежих мандаринов,"Невероятно ароматный, простой и очень сочный!",пирог,"['Пшеничная мука - 220 гр', 'Сахар - 150 гр', 'Подсолнечное масло - 120 гр', 'Вода - 150 мл', 'Мандарины - 5 шт.', 'Яйца - 2 шт.', 'Разрыхлитель - 1 стол.л.', 'Соль - 0.2 гр']","['Белки 8%', 'Жиры 26%', 'Углеводы 66%']"
